Income_annual,Employment_Status,Loan_Amount,Loan_Term_Months,Credit_Utilization,Previous_Defaults_Count,Age,Marital_Status,Num_Dependents,Default_Status
30691,Employed,54607,24,0.30167765209118047,0,34,Married,2,0
31663,Employed,14745,60,0.8582810308273059,0,32,Married,3,0
26346,Employed,83533,12,0.5305761770888867,0,58,Single,0,0
34046,Employed,23330,36,0.12670894610502492,0,67,Married,2,0
42685,Employed,45078,60,0.4227444950260443,0,57,Single,2,0
77224,Self-Employed,60332,12,0.8730494865755886,0,30,Single,2,1
38942,Employed,59532,60,0.6842983945953709,0,61,Married,0,0
40256,Employed,95365,12,0.3403832029491698,0,47,Single,1,0
35250,Employed,48336,48,0.560213835451093,0,62,Married,2,0
16856,Unemployed,13070,12,0.579281084495677,0,32,Married,4,0
35932,Employed,6320,36,0.11867852862656819,0,42,Married,0,0
37201,Employed,94043,60,0.2430666889993776,0,24,Married,1,1
97274,Employed,43921,60,0.5414215506497823,1,49,Married,2,0
33626,Self-Employed,11589,60,0.42220204679255124,2,56,Married,0,0
40970,Unemployed,69409,24,0.25203025161612863,1,65,Married,4,1
35814,Employed,97995,24,0.7181349878913359,1,34,Married,0,1
22754,Employed,20589,36,0.4911959045430101,0,32,Married,1,1
57361,Unemployed,41375,48,0.34797851389347934,0,65,Single,0,1
49058,Employed,48085,24,0.22934187713259677,0,40,Single,0,0
49832,Employed,65840,12,0.5889306902333047,0,65,Single,2,0
25241,Employed,48200,36,0.6330090421290967,0,43,Married,3,1
63647,Employed,31732,48,0.6356777732616762,1,42,Single,2,0
20728,Employed,27426,12,0.27622988823096223,0,54,Married,1,0
45923,Employed,35982,60,0.5762707257778817,0,41,Married,2,0
87219,Employed,64720,24,0.824325171886742,0,29,Single,1,1
24435,Unemployed,21746,12,0.38255008061039,0,30,Single,0,1
28954,Employed,33514,48,0.2686135461134753,0,69,Married,0,0
37792,Self-Employed,69889,36,0.7177196128166096,1,30,Married,0,1
29691,Employed,8851,12,0.2415063521275611,0,65,Married,1,0
19530,Employed,24796,36,0.30299897631591355,0,50,Single,0,1
37325,Employed,81034,60,0.18051551544957,0,53,Married,1,0
23743,Unemployed,67798,48,0.31429945285973543,0,22,Married,2,1
43889,Self-Employed,67985,48,0.4282680529719828,0,69,Married,2,0
25140,Employed,39592,24,0.1513262895543929,0,52,Single,0,0
67506,Self-Employed,49845,48,0.7973671287178404,0,65,Single,1,0
26547,Employed,20930,12,0.5109398337733485,0,37,Single,1,0
31925,Unemployed,26159,12,0.5704829055108244,1,48,Single,4,1
50282,Self-Employed,94788,12,0.3970286051467635,0,65,Single,3,0
22195,Unemployed,29003,60,0.6358681836431295,0,37,Married,2,1
39774,Employed,40139,48,0.4454253886808246,0,34,Married,1,1
61258,Employed,57452,48,0.709051019631396,1,30,Married,2,1
19091,Employed,27205,12,0.7571217148123258,0,54,Single,2,1
39099,Employed,61955,24,0.6374792895092182,0,34,Single,1,0
40293,Employed,12464,24,0.49306849533938446,0,37,Married,0,0
49648,Employed,87646,48,0.7258154804817821,1,57,Married,2,0
22141,Employed,77657,48,0.4954282491238793,0,42,Single,1,0
21414,Employed,14840,36,0.18920792349565502,0,38,Single,0,0
44746,Employed,45768,48,0.19307217859528497,0,55,Single,0,0
40896,Employed,14461,12,0.858866511706401,0,68,Married,3,0
40142,Unemployed,25927,60,0.2708504067663009,0,38,Married,1,0
41713,Employed,94934,48,0.7527399928175811,0,50,Married,1,1
27666,Employed,20329,48,0.2973643258200228,0,57,Married,1,0
39850,Self-Employed,20791,12,0.4446240750854531,0,60,Single,2,0
40832,Employed,57627,36,0.6239584896785153,0,26,Single,0,1
27289,Employed,19372,48,0.2270937383167233,1,35,Married,2,1
76596,Employed,97890,24,0.689797190691102,0,55,Single,5,0
43894,Employed,53469,24,0.6519303780452306,0,46,Single,2,0
22549,Unemployed,92073,24,0.5344663112846264,0,61,Married,4,1
47222,Employed,39370,60,0.552711804833946,0,47,Single,2,0
24590,Employed,56408,60,0.18461743481727233,0,50,Single,2,1
49753,Employed,95941,48,0.44875932034809785,1,31,Single,2,0
57724,Employed,28703,48,0.16925711628609968,0,44,Married,2,0
26153,Self-Employed,20234,48,0.3462906328268085,0,34,Single,3,0
53388,Employed,12532,60,0.8202497128725068,0,43,Single,1,0
42835,Employed,40416,48,0.5596267204438337,0,29,Married,3,0
50454,Employed,77439,12,0.6941627505221453,0,62,Married,0,0
77553,Employed,23242,36,0.5591086939007138,0,67,Single,1,0
32920,Employed,55254,24,0.25538940640531926,1,38,Married,1,0
26863,Self-Employed,84324,24,0.5758466526239132,0,59,Married,1,0
25442,Self-Employed,40249,12,0.7043104618444199,1,39,Single,0,1
26204,Unemployed,90078,48,0.210724002293622,0,25,Single,1,1
35212,Self-Employed,37294,60,0.7535253680756678,0,38,Married,0,0
41625,Employed,64784,48,0.5443137431826367,1,53,Married,1,0
40565,Employed,8684,48,0.10342016173502505,0,64,Single,1,0
50557,Self-Employed,28795,24,0.5158227890703816,0,58,Single,2,0
36504,Self-Employed,65301,24,0.41653719370946374,1,33,Single,1,0
64952,Self-Employed,74187,60,0.3371572090319901,0,69,Married,0,0
32667,Employed,15431,24,0.7170057759343001,2,29,Married,2,0
107803,Employed,80667,48,0.8195999069270807,0,46,Married,4,0
46642,Self-Employed,94627,12,0.7101224714760882,0,21,Married,2,1
25774,Self-Employed,95381,60,0.7774180652726986,0,32,Married,2,0
23662,Unemployed,95027,12,0.8270247545689385,0,44,Married,4,0
44045,Employed,60372,48,0.8301034491011822,2,21,Married,0,0
33210,Employed,75366,60,0.19171051439740597,0,24,Married,1,1
48319,Employed,99176,12,0.46510839110972924,0,27,Single,2,0
43883,Self-Employed,77870,60,0.10022917951432825,0,48,Single,0,1
35272,Employed,52387,48,0.505170067762938,0,57,Married,1,0
25881,Employed,57927,60,0.8393951474750326,0,25,Married,0,1
19812,Unemployed,14304,48,0.25928183231853874,0,59,Single,0,0
30375,Employed,22032,60,0.6118293030132638,1,52,Married,3,1
51152,Self-Employed,96291,60,0.615503237134315,0,69,Married,1,0
39562,Employed,64486,24,0.22828318775021839,1,51,Married,2,0
22064,Self-Employed,70552,48,0.2908219514539683,0,64,Married,2,0
38920,Employed,78844,36,0.4696174271681929,0,35,Single,3,0
42367,Unemployed,34654,60,0.25056750116347637,1,23,Single,2,1
25500,Unemployed,44244,12,0.5679951828196073,1,69,Single,6,1
38618,Employed,10942,24,0.48763338481781526,1,66,Married,3,0
37170,Employed,55697,24,0.5153585428098986,0,67,Single,0,0
22989,Employed,7693,60,0.20757404225644419,1,67,Single,0,0
41903,Employed,61751,36,0.5138014603509148,2,35,Married,4,1
45447,Self-Employed,86098,24,0.13958255284331145,0,63,Married,0,0
56006,Employed,11259,48,0.8052282384093453,0,38,Married,2,0
55354,Employed,9942,60,0.374599752644474,0,41,Married,1,0
20929,Employed,52419,60,0.785069859868566,0,30,Single,4,0
24956,Self-Employed,61105,36,0.6613250949958751,1,41,Single,1,0
44623,Unemployed,70907,48,0.7129380714377448,0,46,Married,0,0
44601,Employed,32383,48,0.3516355956311382,0,61,Single,1,0
44623,Employed,28404,36,0.28219515186724414,0,23,Married,4,0
169582,Employed,77656,12,0.4253924430728919,1,21,Married,2,0
45631,Employed,10702,48,0.11938068993023948,0,41,Married,1,0
57195,Employed,78883,12,0.8350045414946796,0,31,Single,1,1
53188,Employed,61332,12,0.4096114127728997,0,36,Married,0,0
47124,Employed,44419,60,0.8908452838748521,0,55,Married,1,0
32012,Employed,95576,60,0.7091595366459303,0,41,Single,0,0
49196,Employed,93078,24,0.16441200783944837,0,61,Single,3,0
26658,Employed,78844,60,0.6281506222740607,0,31,Married,0,0
33033,Employed,44242,48,0.3166713318703641,0,51,Single,1,0
29907,Self-Employed,39142,48,0.2949749164651041,0,69,Married,1,1
37524,Self-Employed,12393,12,0.30525013592257033,0,21,Single,0,0
91662,Employed,74939,48,0.8328600389542536,0,61,Married,1,0
17207,Employed,74082,60,0.49998414085709997,0,52,Single,0,0
47786,Self-Employed,33893,60,0.6355767190492847,0,23,Married,1,0
19051,Unemployed,14388,60,0.32475826063976054,0,52,Single,1,0
30068,Employed,67969,36,0.5183635641480946,1,62,Single,1,0
56138,Employed,41660,48,0.38008011056895186,0,25,Single,0,0
37261,Employed,94244,24,0.35691123231712063,0,63,Married,1,0
23597,Employed,29726,48,0.2975750783761698,1,57,Married,1,0
27279,Employed,84544,48,0.42720551879472046,0,32,Married,1,1
47659,Employed,67996,36,0.6280240885040184,0,34,Single,0,0
27115,Employed,5111,48,0.2776350208536872,1,64,Single,1,0
39599,Employed,22545,12,0.8723551895018801,1,29,Married,1,1
36983,Employed,45168,60,0.19968934117093334,0,27,Married,0,0
27983,Employed,7379,60,0.4841657661771491,0,36,Single,2,0
85611,Employed,92346,36,0.16802257308427954,0,48,Single,1,0
46796,Employed,46120,60,0.11813225685520799,2,27,Single,0,0
16154,Employed,22809,12,0.8381418557586907,0,34,Single,1,0
39127,Self-Employed,57813,36,0.7483078351605074,1,52,Married,1,0
27869,Employed,79005,24,0.6553242985004466,0,28,Single,1,0
51071,Self-Employed,32967,60,0.7921526505199558,0,47,Married,3,1
26449,Unemployed,14748,48,0.7422787383757828,0,23,Married,2,1
34686,Employed,28424,12,0.6177901767891137,1,47,Married,0,0
44444,Employed,91512,12,0.7778738606146954,0,50,Married,3,1
51343,Employed,28914,60,0.4126404427680842,1,54,Married,1,1
22468,Self-Employed,83478,24,0.5422014665881009,0,46,Married,4,1
31767,Unemployed,24491,48,0.7210485223829165,1,57,Married,3,1
30032,Self-Employed,54454,24,0.1678384129970773,0,60,Married,1,1
27963,Employed,75069,24,0.7869163737299871,0,42,Single,3,0
73583,Employed,56925,60,0.22546436455728402,0,52,Single,1,0
42701,Employed,94119,48,0.7916330023180314,0,61,Single,4,1
21930,Employed,42049,60,0.34906629730634164,0,22,Single,1,0
52425,Employed,32821,60,0.36142627677537476,0,67,Married,2,0
84868,Employed,34945,12,0.159158951895761,0,28,Married,2,0
54884,Self-Employed,22384,60,0.8087196991165996,0,62,Married,1,1
19776,Employed,33410,36,0.23960832191269565,1,27,Single,1,1
29920,Employed,82734,48,0.6040399216296122,0,39,Married,3,0
60280,Employed,68766,12,0.6151740794028179,1,53,Single,0,0
27362,Self-Employed,99890,48,0.32492120273171676,0,22,Single,3,0
43370,Self-Employed,12169,12,0.8885287659654435,0,23,Married,1,1
49506,Employed,45129,36,0.15133297448886796,0,48,Single,3,0
25065,Employed,8830,60,0.5862976087932147,0,34,Single,2,0
35461,Employed,61306,12,0.4836351419657513,2,35,Single,2,1
9931,Unemployed,91940,12,0.2963872857178197,1,41,Single,2,0
24106,Employed,70267,12,0.23084136905835717,0,34,Single,1,0
32825,Employed,32757,36,0.6896674865271891,0,60,Single,1,0
22046,Employed,68867,48,0.8330518995849492,0,38,Single,3,0
69770,Employed,40650,36,0.18603700956377792,0,69,Single,2,1
20495,Self-Employed,38766,12,0.2551841696848044,1,59,Married,1,0
30454,Employed,86478,12,0.8890157978364523,0,40,Single,2,0
38265,Employed,37419,60,0.1120181393902997,0,21,Married,1,0
64634,Employed,21668,36,0.5066015757223387,0,29,Single,2,0
20448,Employed,21246,36,0.5128902800654515,1,29,Married,2,1
57830,Unemployed,29996,24,0.3105292201166191,0,63,Married,0,0
36464,Employed,56312,48,0.6304231043549287,1,58,Single,2,0
24523,Self-Employed,8065,24,0.8559527251416109,0,59,Single,2,0
43688,Self-Employed,15467,24,0.4601711447652618,0,49,Single,0,0
39325,Employed,55646,48,0.6995356043209524,0,35,Married,1,0
28564,Employed,26007,60,0.6168562074171666,0,40,Single,2,0
37343,Employed,73079,60,0.47835349083337186,0,58,Single,0,0
31128,Self-Employed,33702,48,0.13984983984256374,0,61,Married,1,1
38002,Employed,99369,48,0.6933998439658202,0,50,Single,1,0
47327,Employed,80569,36,0.3906011576971704,0,67,Married,1,0
68487,Employed,58952,36,0.27959575072193676,0,46,Married,4,0
22134,Self-Employed,63065,36,0.8586149198305364,0,26,Married,2,1
85238,Employed,39169,36,0.7188022156377296,1,59,Married,0,1
16633,Employed,21829,12,0.8698149453415492,0,37,Married,1,0
34176,Employed,65135,12,0.30497354573247204,0,26,Married,1,0
45950,Employed,9522,60,0.7686346620623098,0,48,Married,1,0
40635,Self-Employed,90687,12,0.5861771234095754,0,29,Single,3,0
28308,Employed,40319,12,0.8852029514425758,1,47,Single,3,0
33414,Self-Employed,31543,36,0.8570535564909258,1,55,Single,0,1
29815,Employed,35473,36,0.878374435954162,0,66,Married,1,0
28688,Employed,12699,48,0.8614140946719536,1,26,Single,2,0
51013,Employed,73165,36,0.1061286935123512,0,24,Single,2,0
41890,Employed,45455,48,0.6928683281205515,0,36,Single,2,0
27524,Employed,80692,48,0.3175476489677134,0,43,Married,3,0
52043,Employed,22441,12,0.6640216764420225,0,68,Married,2,0
41065,Employed,35716,36,0.8844889610031269,1,43,Single,2,1
50269,Employed,67175,12,0.13148751255900706,1,49,Married,1,0
46716,Employed,11834,36,0.5535902659514804,0,61,Single,0,0
26066,Unemployed,23179,12,0.6879625264934155,0,24,Single,3,0
29025,Employed,31219,12,0.30268702577184553,0,60,Married,1,1
48967,Employed,20782,12,0.280097549653714,0,60,Married,1,0
46357,Employed,86363,60,0.1482764043215048,0,44,Single,0,0
36013,Self-Employed,79967,12,0.17513588573446048,1,26,Married,3,1
38060,Self-Employed,14496,24,0.6253999286786892,0,60,Single,0,0
60540,Employed,93867,24,0.5041684952255607,0,26,Married,1,0
28663,Self-Employed,44238,24,0.12405778198555675,1,34,Married,1,0
45199,Employed,51025,48,0.8757294070022127,1,34,Single,0,1
33494,Employed,64886,12,0.624836695591044,0,65,Married,0,0
33287,Self-Employed,28563,24,0.5123748552128067,1,67,Single,2,0
56359,Self-Employed,8712,48,0.31817938930113865,1,55,Single,4,0
50522,Employed,99067,24,0.6264791078460026,0,26,Single,4,1
50282,Self-Employed,50489,36,0.3913342903061702,1,43,Married,3,0
61217,Employed,37664,60,0.6619953301299917,0,40,Married,3,0
36621,Self-Employed,17420,12,0.6460575362454113,0,37,Married,4,0
47704,Employed,59610,60,0.17419503609930348,0,40,Married,5,0
32076,Employed,10315,60,0.8274085666487934,0,68,Single,1,1
41343,Employed,75917,36,0.48957940128134503,0,26,Single,3,0
34473,Employed,80033,36,0.4143559511732432,1,60,Single,2,0
37752,Employed,99576,36,0.8643697149030228,0,48,Married,0,0
46076,Employed,84030,48,0.4505674248889693,1,33,Married,1,0
26178,Employed,68910,24,0.6769767335224516,2,49,Married,2,0
83864,Employed,65972,12,0.624109181799869,0,65,Single,2,0
24284,Employed,95893,36,0.23211207846644533,0,40,Married,0,0
22344,Employed,60919,12,0.8929142189945096,1,37,Married,1,1
57713,Employed,87486,12,0.47088345783270935,0,55,Married,1,0
49844,Self-Employed,86288,12,0.41582605793384686,0,65,Married,2,0
46613,Self-Employed,9132,36,0.8356907942025841,1,59,Single,0,1
46692,Self-Employed,46598,36,0.5233906692616881,1,57,Married,0,0
36138,Employed,98812,24,0.6640615695434499,0,63,Married,2,0
25364,Self-Employed,25551,36,0.7769968378096087,0,43,Single,0,1
37433,Employed,97511,36,0.2883955165796147,0,38,Married,0,0
27698,Employed,73206,12,0.23557326815562363,0,56,Married,2,0
53639,Employed,79900,24,0.15480544447280478,2,40,Married,3,0
34240,Self-Employed,31296,60,0.8177066393968523,1,27,Married,0,1
26102,Employed,95216,36,0.260293675794519,0,56,Married,4,0
31934,Employed,23066,36,0.3462032352515151,2,62,Single,2,0
42837,Employed,33892,60,0.3286455408631609,1,21,Married,1,0
28984,Self-Employed,80577,12,0.34367039001791594,0,69,Single,0,0
26137,Employed,79590,24,0.6344489014629747,0,57,Married,1,0
40033,Employed,82173,12,0.8632908469924306,0,69,Single,2,0
40054,Employed,81293,48,0.36356274876603234,1,55,Single,1,0
29650,Employed,69771,36,0.42611772372695744,0,61,Married,1,0
30079,Employed,32484,48,0.7169175872868889,0,23,Single,1,1
39847,Employed,82865,36,0.44587035535014874,0,55,Single,1,1
20348,Self-Employed,32115,48,0.8408342143408379,0,49,Married,0,1
20681,Employed,31038,60,0.5025744405961733,0,29,Single,2,0
27244,Employed,41622,36,0.37818788461089237,1,57,Single,0,1
33343,Employed,40886,36,0.8772579869874157,2,62,Single,1,0
41124,Employed,56284,48,0.440625500851344,2,67,Married,1,0
65522,Employed,14901,24,0.2849398969504341,0,45,Single,2,0
51177,Employed,61377,48,0.24216065183162636,0,32,Married,1,0
34064,Employed,87910,36,0.8961450606626605,0,58,Single,2,0
36040,Self-Employed,54862,36,0.7023901545030794,0,27,Single,3,0
24318,Employed,37806,24,0.4269278379641447,0,27,Single,0,0
36047,Employed,22659,12,0.761090674281752,0,24,Married,0,1
32355,Self-Employed,28453,24,0.537444903611588,0,65,Married,1,0
41319,Employed,35498,12,0.353911658906618,0,67,Single,2,1
26084,Self-Employed,75393,36,0.6947086469887676,1,51,Single,3,0
44700,Employed,21312,60,0.6967157911065215,0,59,Single,2,0
67043,Employed,6436,60,0.500135383347308,0,30,Married,1,0
34769,Self-Employed,32569,48,0.13612667228439712,0,68,Single,3,0
42645,Employed,63813,24,0.1616179892589341,1,43,Single,2,0
47861,Employed,95485,24,0.730999583201017,0,46,Married,4,0
30930,Self-Employed,78229,60,0.7587811007905706,1,43,Single,2,0
39721,Employed,50986,12,0.6426317988617458,1,49,Single,0,1
36498,Employed,58177,24,0.7712548603341464,0,28,Single,2,0
37762,Employed,14305,12,0.6755899762860896,0,39,Single,4,0
26656,Self-Employed,37646,12,0.8175476964071329,0,49,Single,1,0
36673,Unemployed,97838,12,0.22031861809062425,0,63,Single,5,0
44320,Employed,81126,12,0.4101932226614988,0,26,Married,2,0
64890,Employed,45430,48,0.4712886351126554,1,49,Single,0,0
53300,Unemployed,73659,48,0.3381310358065709,0,44,Single,1,0
85928,Employed,9158,60,0.6802931585195553,0,30,Married,0,0
26717,Employed,79236,48,0.8299510501513122,1,34,Married,1,1
51478,Self-Employed,81067,24,0.42998575941542105,0,26,Single,2,1
39078,Self-Employed,32738,48,0.8532335716783733,0,24,Single,1,1
87196,Self-Employed,14879,24,0.5134151257152454,0,35,Single,1,0
26283,Employed,10543,24,0.518012501452841,0,57,Married,2,0
25954,Employed,52924,12,0.5801756325422053,1,68,Married,1,0
28573,Employed,47348,60,0.3146648520954603,0,59,Single,3,0
15528,Employed,89117,12,0.40668841530802957,0,48,Single,2,0
29427,Employed,41679,12,0.5425899623083957,0,22,Married,0,0
26805,Self-Employed,84118,48,0.8535863084586094,0,33,Single,0,0
38567,Employed,48888,48,0.6141540627641747,1,22,Married,0,0
41635,Self-Employed,35276,24,0.3664932463109677,1,61,Married,3,1
76915,Employed,9799,48,0.10837485865320212,0,52,Single,2,0
53112,Employed,95627,48,0.8853325199439246,0,25,Single,3,1
28831,Employed,98770,36,0.49438764625471643,0,23,Single,2,0
25352,Employed,95141,24,0.8507961266646168,0,22,Single,1,0
44212,Employed,65558,24,0.5394761870680423,1,34,Married,1,1
21416,Unemployed,41534,36,0.584371888177831,0,60,Single,0,1
75552,Self-Employed,36668,24,0.6695298047231777,0,64,Single,2,0
58207,Employed,9111,60,0.3567805869315245,2,69,Married,0,0
30101,Employed,29686,60,0.6591871685400277,0,49,Married,2,0
18301,Unemployed,77551,36,0.521433527881107,0,68,Single,1,0
62414,Employed,77392,48,0.6379839596660053,1,58,Single,2,1
34689,Employed,21490,60,0.7686666087278721,0,26,Single,1,1
59583,Employed,40194,36,0.24738330421758717,1,54,Married,2,1
19191,Unemployed,19497,60,0.5908407282686078,0,28,Single,0,0
28573,Employed,58516,12,0.14168906288786928,0,66,Single,2,0
36391,Employed,93730,36,0.1816920711592295,0,22,Married,0,0
37004,Unemployed,49104,24,0.6396753885884696,1,46,Single,2,0
30332,Employed,10316,60,0.15675012144665557,1,37,Single,2,0
46589,Employed,43130,24,0.5762862238511791,1,44,Married,2,1
23693,Employed,75229,36,0.2760100789211084,0,51,Single,2,0
34305,Self-Employed,34954,60,0.3432678628093984,1,36,Single,2,1
38105,Employed,26652,24,0.20370920171794113,0,41,Single,3,0
44612,Unemployed,19178,48,0.29893398893827144,0,58,Married,2,0
48273,Employed,56163,48,0.7570334278554623,0,46,Married,0,1
23159,Employed,19751,12,0.6111027244852221,0,37,Married,1,1
19660,Unemployed,70961,36,0.8598078357702839,1,66,Single,1,0
60540,Employed,8044,24,0.13899588428300425,0,62,Single,2,0
41478,Employed,68165,12,0.733929597747255,0,24,Married,0,0
26919,Employed,16480,36,0.6592617466235396,0,63,Married,0,0
67539,Employed,70439,48,0.3087138441580288,1,68,Married,2,0
38035,Employed,48874,24,0.6833333622484676,0,24,Married,1,0
58204,Employed,71775,60,0.6732388399316962,0,39,Married,2,0
37309,Employed,11566,48,0.4674761624469951,0,58,Single,2,0
82809,Self-Employed,90311,60,0.6509116950829672,0,45,Single,2,0
73286,Employed,58149,60,0.45566472241205225,0,28,Married,1,0
32873,Unemployed,8006,24,0.36843647684629777,0,38,Single,1,0
